Ndex,Cameo Pokémon,Card name,Set,#,TCGPlayer Link,Notes
,,No.2 Trainer,World Championship Promo,-,,has full art prints in XY and SM layouts
,,No.3 Trainer,World Championship Promo,-,,
,,No.4 Trainer,World Championship Promo,-,,
,,Chikorita,Generations,RC1,https://www.tcgplayer.com/product/113742/pokemon-generations-radiant-collection-chikorita,
,,Snorunt,Generations,RC7,https://www.tcgplayer.com/product/113749/pokemon-generations-radiant-collection-snorunt,
,,Champions Festival,XY Promos,91,https://www.tcgplayer.com/product/199311/pokemon-xy-promos-champions-festival-2015,
,,Hoopa,XY-P Promos,155,https://www.tcgplayer.com/product/602060/pokemon-japan-xy-p-xy-promos-hoopa-155-xy-p,
,,Champions Festival,XY Promos,176,https://www.tcgplayer.com/product/199330/pokemon-xy-promos-champions-festival-2016,
,,Togedemaru,Ash vs Team Rocket,6,https://www.tcgplayer.com/product/598635/pokemon-japan-smd-ash-vs-team-rocket-deck-kit-togedemaru,
,,Tauros,Ash vs Team Rocket,14,https://www.tcgplayer.com/product/598643/pokemon-japan-smd-ash-vs-team-rocket-deck-kit-tauros,
,,Victory Decoration,SM-P Promos,3rd,,
,,Champions Festival,SM Promos,78,https://www.tcgplayer.com/product/179429/pokemon-sm-promos-champions-festival-sm78-world-championships-2017,
,,Zeraora and Friends,SM-P Promos,-,,Jumbo
,,Player's Ceremony,SM-P Promos,248,https://www.tcgplayer.com/product/598325/pokemon-japan-sm-p-sun-and-moon-promos-players-ceremony-248-sm-p,
,,Abareru-kun,SM-P Promos,320,https://www.tcgplayer.com/product/598397/pokemon-japan-sm-p-sun-and-moon-promos-abareru-kun-320-sm-p,
,,Champions Festival,SM Promos,148,https://www.tcgplayer.com/product/175064/pokemon-sm-promos-champions-festival-sm148-world-championships-2018,
,,Player's Ceremony,SM-P Promos,398,https://www.tcgplayer.com/product/598475/pokemon-japan-sm-p-sun-and-moon-promos-players-ceremony-398-sm-p,
,,Snorlax,Unbroken Bonds,158,https://www.tcgplayer.com/product/189260/pokemon-sm-unbroken-bonds-snorlax,
,,Munna,Unified Minds,88,https://www.tcgplayer.com/product/195020/pokemon-sm-unified-minds-munna,
,,Coach Trainer,Unified Minds,192,https://www.tcgplayer.com/product/195227/pokemon-sm-unified-minds-coach-trainer,
,,Marshadow,Cosmic Eclipse,103,https://www.tcgplayer.com/product/201278/pokemon-sm-cosmic-eclipse-marshadow,
,,Champions Festival,SM Promos,231,https://www.tcgplayer.com/product/198360/pokemon-sm-promos-champions-festival-sm231-world-championships-2019,
,,Magikarp,Rebel Clash,39,https://www.tcgplayer.com/product/213117/pokemon-swsh02-rebel-clash-magikarp,
,,Special Delivery Charizard,SWSH Promos,75,https://www.tcgplayer.com/product/282259/pokemon-swsh-sword-and-shield-promo-cards-special-delivery-charizard-swsh075,
,,Koko,Koko Illustration Contest,Parent-Child,,Jumbo
,,Koko,Koko Illustration Contest,Twitter,,Jumbo
,,Player's Ceremony,S-P Promos,127,https://www.tcgplayer.com/product/597328/pokemon-japan-s-p-sword-and-shield-promos-players-ceremony-127-s-p,
,,Glaceon VMAX,Evolving Skies,209,https://www.tcgplayer.com/product/246756/pokemon-swsh07-evolving-skies-glaceon-vmax-alternate-art-secret,
,,Celebratory Fanfare,S-P Promos,254,https://www.tcgplayer.com/product/597427/pokemon-japan-s-p-sword-and-shield-promos-celebration-fanfare-254-s-p,
,,Celebratory Fanfare,S-P Promos,306,https://www.tcgplayer.com/product/597479/pokemon-japan-s-p-sword-and-shield-promos-celebration-fanfare-306-s-p,
,,Champions Festival,SWSH Promos,296,https://www.tcgplayer.com/product/575154/pokemon-swsh-sword-and-shield-promo-cards-champions-festival-swsh296-world-championships-2022,
,,Victory Proof,S-P Promos,3rd,https://www.tcgplayer.com/product/597526/pokemon-japan-s-p-sword-and-shield-promos-victory-proof-3rd,
,,Victory Symbol,SV-P Promos,3rd,https://www.tcgplayer.com/product/587929/pokemon-japan-sv-p-promotional-cards-victory-symbol-3rd,
,,Celebratory Fanfare,SV-P Promos,110,https://www.tcgplayer.com/product/587860/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-110-sv-p,
,,No.1 Trainer,World Championship Promo,-,,full art print in SV layout
,,No.2 Trainer,World Championship Promo,-,https://www.tcgplayer.com/product/662983/pokemon-player-placement-trainer-promos-no-2-trainer-2013,
,,No.3 Trainer,World Championship Promo,-,,
,,No.4 Trainer,World Championship Promo,-,,
,,Paradise Resort,SV Promos,45,https://www.tcgplayer.com/product/518863/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-045-world-championships-2023,
,,Celebratory Fanfare,SV-P Promos,174,https://www.tcgplayer.com/product/587916/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-174-sv-p,
,,Paradise Resort,SV Promos,150,https://www.tcgplayer.com/product/578146/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-150-world-championships-2024,
,,Terapagos & Friends,SV Promos,-,https://www.tcgplayer.com/product/595035/pokemon-jumbo-cards-terapagos-and-friends,Jumbo
,,Paradise Resort,SV Promos,224,https://www.tcgplayer.com/product/649232/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-224-world-championships-2025,
,,Marshadow,Mega Evolution,146,https://www.tcgplayer.com/product/654485/pokemon-me01-mega-evolution-marshadow-146-132,
,,Celebratory Fanfare,MEP Promos,28,https://www.tcgplayer.com/product/681244/pokemon-me-mega-evolution-promo-celebratory-fanfare-ace-trainer,
,,Magikarp,M-P Promos,40,,this card was only released in Korean
,,Togepi,Southern Islands,4,https://www.tcgplayer.com/product/46478/pokemon-southern-islands-togepi,only partially visible
,,Ivysaur,Southern Islands,5,https://www.tcgplayer.com/product/46479/pokemon-southern-islands-ivysaur,
,,Machamp,Wizards Promos,43,https://www.tcgplayer.com/product/86961/pokemon-wotc-promo-machamp,
,,Larvitar,P Promos,5,https://www.tcgplayer.com/product/613713/pokemon-japan-p-promotional-cards-larvitar-005-p,
,,Ditto,Delta Species,39,https://www.tcgplayer.com/product/84836/pokemon-delta-species-ditto-039-113-pikachu,Ditto's disguise
,,Ditto,Delta Species,63,https://www.tcgplayer.com/product/84840/pokemon-delta-species-ditto-63-113-pikachu,
,,Ditto,XY Promos,40,https://www.tcgplayer.com/product/96415/pokemon-xy-promos-ditto,
,,Ditto,SV-P Promos,173,https://www.tcgplayer.com/product/587909/pokemon-japan-sv-p-promotional-cards-ditto-166-sv-p,Ditto's disguise; this card was only released in Korean
,,Ruin Wall,Crossing the Ruins...,-,https://www.tcgplayer.com/product/575445/pokemon-japan-crossing-the-ruins-ruin-wall-kabuto,shadow
,,Team Rocket's Meowth,Wizards Promos,18,https://www.tcgplayer.com/product/89851/pokemon-wotc-promo-team-rockets-meowth,silhouette
,,Pokémon Communication,Team Up,152b,https://www.tcgplayer.com/product/216702/pokemon-alternate-art-promos-pokemon-communication-152b-181?Language=English,
,,Mimikyu,SM Promos,163,https://www.tcgplayer.com/product/184487/pokemon-sm-promos-mimikyu-sm163,
,,Mimikyu,SM-P Promos,289,https://www.tcgplayer.com/product/598366/pokemon-japan-sm-p-sun-and-moon-promos-mimikyu-289-sm-p,
,,Chespin,Art Academy Promo,Gabi,,
,,Bulbasaur,MEP Promos,37,https://www.tcgplayer.com/product/684461/pokemon-me-mega-evolution-promo-bulbasaur-037,
,,Copycat,Expedition,138,https://www.tcgplayer.com/product/84423/pokemon-expedition-copycat,costume
,,,Team Rocket Returns,83,https://www.tcgplayer.com/product/84424/pokemon-team-rocket-returns-copycat,
,,,Dragon Frontiers,73,https://www.tcgplayer.com/product/84425/pokemon-dragon-frontiers-copycat,
,,,Celestial Storm,127,https://www.tcgplayer.com/product/170988/pokemon-sm-celestial-storm-copycat,
,,Copycat,Celestial Storm,163,https://www.tcgplayer.com/product/171015/pokemon-sm-celestial-storm-copycat-full-art,
,,Poké Kid,Sword & Shield,173,https://www.tcgplayer.com/product/208503/pokemon-swsh01-sword-and-shield-base-set-poke-kid,
,,Kirlia,Scarlet & Violet,212,https://www.tcgplayer.com/product/490072/pokemon-sv01-scarlet-and-violet-base-set-kirlia-212-198,
,,Pokémon Fan Club,Ultra Prism,133,https://www.tcgplayer.com/product/157749/pokemon-sm-ultra-prism-pokemon-fan-club,clothing design
,,,TCG Classic: Venusaur Deck,22,https://www.tcgplayer.com/product/591969/pokemon-japan-pokemon-tcg-classic-venusaur-pokemon-fan-club-clf,
,,,TCG Classic: Charizard Deck,22,https://www.tcgplayer.com/product/591936/pokemon-japan-pokemon-tcg-classic-charizard-pokemon-fan-club-cll,
,,,TCG Classic: Blastoise Deck,24,https://www.tcgplayer.com/product/591902/pokemon-japan-pokemon-tcg-classic-blastoise-pokemon-fan-club-clb,
,,Pokémon Fan Club,Ultra Prism,155,https://www.tcgplayer.com/product/157771/pokemon-sm-ultra-prism-pokemon-fan-club-full-art,
,,Kieran,Twilight Masquerade,218,https://www.tcgplayer.com/product/550262/pokemon-sv06-twilight-masquerade-kieran-218-167,mask
,,Peonia,Chilling Reign,149,https://www.tcgplayer.com/product/241852/pokemon-swsh06-chilling-reign-peonia,earrings
,,Peonia,Chilling Reign,196,https://www.tcgplayer.com/product/241853/pokemon-swsh06-chilling-reign-peonia-full-art,
,,,Chilling Reign,219,https://www.tcgplayer.com/product/241854/pokemon-swsh06-chilling-reign-peonia-secret,
,,Cubone,BREAKthrough,77,https://www.tcgplayer.com/product/107196/pokemon-xy-breakthrough-cubone,backpack
,,Sabrina's ESP,Gym Heroes,117,https://www.tcgplayer.com/product/88869/pokemon-gym-heroes-sabrinas-esp,plushie
,,Pokémon Center Lady,Flashfire,93,https://www.tcgplayer.com/product/91230/pokemon-xy-flashfire-pokemon-center-lady,
,,,Generations,68,https://www.tcgplayer.com/product/113726/pokemon-generations-pokemon-center-lady,
,,Miriam,Scarlet & Violet,251,https://www.tcgplayer.com/product/487061/pokemon-sv01-scarlet-and-violet-base-set-miriam-251-198,
,,Eevee,SV Promos,173,https://www.tcgplayer.com/product/610758/pokemon-sv-scarlet-and-violet-promo-cards-eevee-173,
,,Whimsicott,Fates Collide,71,https://www.tcgplayer.com/product/117846/pokemon-xy-fates-collide-whimsicott,pillow
,,Sophocles,Burning Shadows,123,https://www.tcgplayer.com/product/138618/pokemon-sm-burning-shadows-sophocles,robot
,,,Shining Legends,65,https://www.tcgplayer.com/product/146732/pokemon-shining-legends-sophocles,
,,Sophocles,Burning Shadows,146,https://www.tcgplayer.com/product/138619/pokemon-sm-burning-shadows-sophocles-full-art,
,,Arcade Game,Neo Genesis,83,https://www.tcgplayer.com/product/83573/pokemon-neo-genesis-arcade-game-goldenrod-game-corner,picture
,,Arcade Game,"Gold, Silver, to a New World...",-,https://www.tcgplayer.com/product/575828/pokemon-japan-gold-silver-to-a-new-world-arcade-game,
,,Card-Flip Game,Neo Genesis,92,https://www.tcgplayer.com/product/84098/pokemon-neo-genesis-card-flip-game-goldenrod-game-corner,
,,Card-Flip Game ,"Gold, Silver, to a New World...",-,https://www.tcgplayer.com/product/575848/pokemon-japan-gold-silver-to-a-new-world-card-flip-game,
,,Rotom Dex Poké Finder Mode,Burning Shadows,122,https://www.tcgplayer.com/product/138626/pokemon-sm-burning-shadows-rotom-dex-poke-finder-mode,
,,Mimikyu,Lost Origin,80,https://www.tcgplayer.com/product/283961/pokemon-swsh11-lost-origin-mimikyu,
,,Influencer's Introduction,Start Deck 100 CoroCiao Version,19,https://www.tcgplayer.com/product/677316/pokemon-japan-mp1-start-deck-100-battle-collection-corociao-version-influencers-introduction,
,,Snivy,MEP Promos,49,,
,,Ditto,Skyridge,51,https://www.tcgplayer.com/product/84830/pokemon-skyridge-ditto,wall painting
,,Nest Ball,GG End,52,https://www.tcgplayer.com/product/574228/pokemon-japan-sm10a-gg-end-nest-ball,graffiti
,,Eiscue,Paldea Evolved,205,https://www.tcgplayer.com/product/497608/pokemon-sv02-paldea-evolved-eiscue-205-193,drawing
,,Judge,BREAKthrough,143,https://www.tcgplayer.com/product/107263/pokemon-xy-breakthrough-judge,balloon
,,Whimsicott,Unified Minds,144,https://www.tcgplayer.com/product/195131/pokemon-sm-unified-minds-whimsicott,
,,Drifloon,MEP Promos,5,https://www.tcgplayer.com/product/656255/pokemon-me-mega-evolution-promo-drifloon-cosmos-holo-005,
,,Drifblim,MEP Promos,6,https://www.tcgplayer.com/product/656256/pokemon-me-mega-evolution-promo-drifblim-006-cosmos-holo,
,,Skwovet,Scarlet & Violet,222,https://www.tcgplayer.com/product/490080/pokemon-sv01-scarlet-and-violet-base-set-skwovet-222-198,magnet
,,Snorunt,Cosmic Eclipse,47,https://www.tcgplayer.com/product/201223/pokemon-sm-cosmic-eclipse-snorunt,snowman
,,Meowth,Unbroken Bonds,147,https://www.tcgplayer.com/product/189247/pokemon-sm-unbroken-bonds-meowth,label
,,Mimikyu,Cosmic Eclipse,245,https://www.tcgplayer.com/product/201356/pokemon-sm-cosmic-eclipse-mimikyu-secret,pins
,,Cinccino,Legendary Treasures,RC19,https://www.tcgplayer.com/product/84321/pokemon-legendary-treasures-radiant-collection-cinccino,sweets
,,Iono,Paldea Evolved,269,https://www.tcgplayer.com/product/497689/pokemon-sv02-paldea-evolved-iono-269-193,
,,Morpeko,Paradox Rift,206,https://www.tcgplayer.com/product/523887/pokemon-sv04-paradox-rift-morpeko-206-182,
,,Milcery,Stellar Crown,152,https://www.tcgplayer.com/product/567435/pokemon-sv07-stellar-crown-milcery-152-142,
,,Slurpuff,Ascended Heroes,94,https://www.tcgplayer.com/product/675906/pokemon-me-ascended-heroes-slurpuff-094-217,
,,Rosa's Encouragement,Perfect Order,123,https://www.tcgplayer.com/product/684392/pokemon-me03-perfect-order-rosas-encouragement-123-088,
,,Grookey,MEP Promos,52,,Decorative Curry
,,Elesa's Sparkle,Crown Zenith,147,https://www.tcgplayer.com/product/477241/pokemon-swsh-crown-zenith-elesas-sparkle-full-art,amusement park fixture
,,Harlequin,White Flare,83,https://www.tcgplayer.com/product/642198/pokemon-sv-white-flare-harlequin,
,,Porygon-Z,Paradox Rift,214,https://www.tcgplayer.com/product/523895/pokemon-sv04-paradox-rift-porygon-z-214-182,sign
,,Toxtricity,Phantasmal Flames,103,https://www.tcgplayer.com/product/662235/pokemon-me02-phantasmal-flames-toxtricity-103-094,
,,Pokémon Pal City,Chūbu Battle City Promo,-,,Pikachu Dome
,,Pokémon Pal City,Chūgoku Battle City Promo,-,,
,,Pokémon Pal City,Hokkaidō Battle City Promo,-,https://www.tcgplayer.com/product/617277/pokemon-japan-battle-road-pokemon-pal-city-hokkaido,
,,Pokémon Pal City,Kansai Battle City Promo,-,https://www.tcgplayer.com/product/617281/pokemon-japan-battle-road-pokemon-pal-city-kansai,
,,Pokémon Pal City,Kyūshū Battle City Promo,-,https://www.tcgplayer.com/product/617275/pokemon-japan-battle-road-pokemon-pal-city-kyushu,
,,Pokémon Pal City,Tōhoku Battle City Promo,-,,
26,Raichu,Secret Mission,Gym Heroes,118,https://www.tcgplayer.com/product/89035/pokemon-gym-heroes-secret-mission,
,,Mr. Stone's Project,Emerald,79,https://www.tcgplayer.com/product/87600/pokemon-emerald-mr-stones-project,
,,,Holon Phantoms,88,https://www.tcgplayer.com/product/87601/pokemon-holon-phantoms-mr-stones-project,
,,,Dragon Frontiers,77,https://www.tcgplayer.com/product/87602/pokemon-dragon-frontiers-mr-stones-project,
,,Drifblim,Unified Minds,81,https://www.tcgplayer.com/product/195011/pokemon-sm-unified-minds-drifblim,
,,Kangaskhan,Unified Minds,163,https://www.tcgplayer.com/product/195163/pokemon-sm-unified-minds-kangaskhan,
,,Salvatore,Temporal Forces,212,https://www.tcgplayer.com/product/542933/pokemon-sv05-temporal-forces-salvatore-212-162,
,,Sewaddle,Fusion Strike,9,https://www.tcgplayer.com/product/253079/pokemon-swsh08-fusion-strike-sewaddle,only partially visible
,,Ruin Wall,Neo Discovery,74,https://www.tcgplayer.com/product/88845/pokemon-neo-discovery-ruin-wall,shadow
,Alolan Raichu,Hau,Guardians Rising,144,https://www.tcgplayer.com/product/131052/pokemon-sm-guardians-rising-hau-full-art,
,,Drifblim,Unified Minds,81,https://www.tcgplayer.com/product/195011/pokemon-sm-unified-minds-drifblim,
,,Kangaskhan,Unified Minds,163,https://www.tcgplayer.com/product/195163/pokemon-sm-unified-minds-kangaskhan,
,,Hau,SM-P Promos,394,https://www.tcgplayer.com/product/598471/pokemon-japan-sm-p-sun-and-moon-promos-hau-394-sm-p,
,,Paradise Resort,SV Promos,150,https://www.tcgplayer.com/product/578146/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-150-world-championships-2024,
,,Salvatore,Temporal Forces,159,,pin
,,Salvatore,Temporal Forces,202,https://www.tcgplayer.com/product/542923/pokemon-sv05-temporal-forces-salvatore-202-162,
27,Sandshrew,Machoke,Expansion Sheet 3,-,https://www.tcgplayer.com/product/617537/pokemon-japan-vending-machine-cards-series-3-green-machoke,
29,Nidoran♀,Nidoran♂,Dragon Frontiers,57,https://www.tcgplayer.com/product/87731/pokemon-dragon-frontiers-nidoran-m-delta-species,
,,Mew,Crown Zenith,GG10,https://www.tcgplayer.com/product/478027/pokemon-swsh-crown-zenith-galarian-gallery-mew,
,,Pikachu,151,173,https://www.tcgplayer.com/product/513721/pokemon-sv-scarlet-and-violet-151-pikachu-173-165,
30,Nidorina,Violence in the Safari Zone!,Expansion Sheet 3,-,https://www.tcgplayer.com/product/617559/pokemon-japan-vending-machine-cards-series-3-green-violence-in-the-safari-zone,
,,Eevee,Brilliant Stars,TG11,https://www.tcgplayer.com/product/264218/pokemon-swsh09-brilliant-stars-trainer-gallery-eevee,picture
,,Quaxly,Gem Pack Vol. 1,05 09,,costume; this card was only released in Simplified Chinese
32,Nidoran♂,Nidoking,Steam Siege,45,https://www.tcgplayer.com/product/121134/pokemon-xy-steam-siege-nidoking,
,,Mew,Crown Zenith,GG10,https://www.tcgplayer.com/product/478027/pokemon-swsh-crown-zenith-galarian-gallery-mew,
,,Pikachu,151,173,https://www.tcgplayer.com/product/513721/pokemon-sv-scarlet-and-violet-151-pikachu-173-165,
33,Nidorino,Violence in the Safari Zone!,Expansion Sheet 3,-,https://www.tcgplayer.com/product/617559/pokemon-japan-vending-machine-cards-series-3-green-violence-in-the-safari-zone,
,,Eevee,Brilliant Stars,TG11,https://www.tcgplayer.com/product/264218/pokemon-swsh09-brilliant-stars-trainer-gallery-eevee,picture
34,Nidoking,Giovanni's Last Resort,Gym Challenge,105,https://www.tcgplayer.com/product/85711/pokemon-gym-challenge-giovannis-last-resort,
35,Clefairy,Hypno,BREAKpoint,51,https://www.tcgplayer.com/product/111593/pokemon-xy-breakpoint-hypno,
,,Lillie,Ultra Prism,125a,https://www.tcgplayer.com/product/157742/pokemon-sm-ultra-prism-lillie,
,,Celebratory Fanfare,MEP Promos,28,https://www.tcgplayer.com/product/681244/pokemon-me-mega-evolution-promo-celebratory-fanfare-ace-trainer,
,,Pokémon Communication,Team Up,152b,https://www.tcgplayer.com/product/216702/pokemon-alternate-art-promos-pokemon-communication-152b-181?Language=English,silhouette
,,Bulbasaur,MEP Promos,37,https://www.tcgplayer.com/product/684461/pokemon-me-mega-evolution-promo-bulbasaur-037,
,,Clefairy Doll,Base Set,70,https://www.tcgplayer.com/product/42416/pokemon-base-set-clefairy-doll,Poké Doll
,,Sabrina's ESP,Gym Heroes,117,https://www.tcgplayer.com/product/88869/pokemon-gym-heroes-sabrinas-esp,
,,Lillie,SM-P Promos,80,https://www.tcgplayer.com/product/598157/pokemon-japan-sm-p-sun-and-moon-promos-lillie-080-sm-p,
,,Chansey,Lost Thunder,152,https://www.tcgplayer.com/product/178973/pokemon-sm-lost-thunder-chansey,
,,Lillie's Poké Doll,Cosmic Eclipse,197,https://www.tcgplayer.com/product/201318/pokemon-sm-cosmic-eclipse-lillies-poke-doll,
,,Lillie's Poké Doll,Cosmic Eclipse,267,https://www.tcgplayer.com/product/201632/pokemon-sm-cosmic-eclipse-lillies-poke-doll-secret,
,,Cosmog,Celebrations,13,https://www.tcgplayer.com/product/250311/pokemon-celebrations-cosmog,
,,Purrloin,Brilliant Stars,90,https://www.tcgplayer.com/product/263807/pokemon-swsh09-brilliant-stars-purrloin,
,,Gastly,Lost Origin,64,https://www.tcgplayer.com/product/283938/pokemon-swsh11-lost-origin-gastly,
,,Gengar,Gem Pack Vol. 3,03 07,,Poké Doll; this card was only released in Simplified Chinese
,,Poltchageist,Twilight Masquerade,171,https://www.tcgplayer.com/product/550215/pokemon-sv06-twilight-masquerade-poltchageist-171-167,Pokéshi Doll
,,Sinistcha ex,Twilight Masquerade,210,https://www.tcgplayer.com/product/550254/pokemon-sv06-twilight-masquerade-sinistcha-ex-210-167,
,,Morpeko,Paradox Rift,206,https://www.tcgplayer.com/product/523887/pokemon-sv04-paradox-rift-morpeko-206-182,sweets
,,Salvatore,Temporal Forces,212,https://www.tcgplayer.com/product/542933/pokemon-sv05-temporal-forces-salvatore-212-162,embroidery
36,Clefable,Mega Clefable ex,Perfect Order,103,https://www.tcgplayer.com/product/684384/pokemon-me03-perfect-order-mega-clefable-ex-103-088,
,,Mega Clefable ex,Perfect Order,119,https://www.tcgplayer.com/product/684385/pokemon-me03-perfect-order-mega-clefable-ex-119-088,
,,Clefairy,Perfect Order,94,https://www.tcgplayer.com/product/684415/pokemon-me03-perfect-order-clefairy-094-088,only partially visible
,,Jacinthe,Perfect Order,122,https://www.tcgplayer.com/product/684395/pokemon-me03-perfect-order-jacinthe-122-088,sweets
37,Vulpix,Ouch! At the Pokémon Mansion,Expansion Sheet 3,-,https://www.tcgplayer.com/product/617544/pokemon-japan-vending-machine-cards-series-3-green-ouch-at-the-pokemon-mansion,
,,Tropical Present,Miscellaneous Promos,©2001,https://www.tcgplayer.com/product/617346/pokemon-japan-pokemon-card-fan-club-tropical-present-summer-2001-jumbo,Jumbo
,,Pikachu,Pokémon Rumble,7,https://www.tcgplayer.com/product/88096/pokemon-rumble-pikachu,
,,Pikachu,Collection 151,173,,this card was only released in Simplified Chinese
,,Poncho-wearing Pikachu,SM-P Promos,38,https://www.tcgplayer.com/product/598115/pokemon-japan-sm-p-sun-and-moon-promos-poncho-wearing-pikachu-038-sm-p,costume
,Alolan Vulpix,Sapporo's Pikachu,SM-P Promos,5,https://www.tcgplayer.com/product/598082/pokemon-japan-sm-p-sun-and-moon-promos-sapporos-pikachu-005-sm-p,
,,Poncho-wearing Pikachu,SM-P Promos,37,https://www.tcgplayer.com/product/598114/pokemon-japan-sm-p-sun-and-moon-promos-poncho-wearing-pikachu-037-sm-p,costume
39,Jigglypuff,Recycle,Fossil,61,https://www.tcgplayer.com/product/44463/pokemon-fossil-recycle,
,,Pokémon Plaza,Miscellaneous Promos,-,https://www.tcgplayer.com/product/617251/pokemon-japan-corocoro-promotional-cards-pokemon-plaza-jumbo,Jumbo
,,Tropical Wind,Tropical Mega Battle Promo,-,https://www.tcgplayer.com/product/662083/pokemon-japan-trainer-prize-cards-tropical-wind-1999-tropical-mega-battle,
,,Chatot,DPt-P Promos,32,https://www.tcgplayer.com/product/613217/pokemon-japan-dpt-p-promotional-cards-chatot-032-dpt-p,
,,Spiky-Eared Pichu M,2009 Card Design Contest,Pucchigumi,https://www.tcgplayer.com/product/617336/pokemon-japan-pokemon-card-design-contest-spiky-eared-pichu-m-mahiro-shinozaki,
,,Wigglytuff,Unbroken Bonds,135,https://www.tcgplayer.com/product/189233/pokemon-sm-unbroken-bonds-wigglytuff,
,,Mawile,Cosmic Eclipse,140,https://www.tcgplayer.com/product/201185/pokemon-sm-cosmic-eclipse-mawile,
,,Saguaro,Paldea Evolved,270,https://www.tcgplayer.com/product/497691/pokemon-sv02-paldea-evolved-saguaro-270-193,
,,Pikachu,151,173,https://www.tcgplayer.com/product/513721/pokemon-sv-scarlet-and-violet-151-pikachu-173-165,
,,Pikachu,Collection 151,171,,this card was only released in Simplified Chinese
,,Wigglytuff,Phantasmal Flames,105,https://www.tcgplayer.com/product/662240/pokemon-me02-phantasmal-flames-wigglytuff-105-094,
,,Ledyba,Southern Islands,7,https://www.tcgplayer.com/product/46481/pokemon-southern-islands-ledyba,only partially visible
,,Butterfree,Southern Islands,9,https://www.tcgplayer.com/product/46483/pokemon-southern-islands-butterfree,
,,Machamp,Wizards Promos,43,https://www.tcgplayer.com/product/86961/pokemon-wotc-promo-machamp,
,,Team Rocket's Meowth,Wizards Promos,18,https://www.tcgplayer.com/product/89851/pokemon-wotc-promo-team-rockets-meowth,silhouette
,,Ludicolo,Detective Pikachu,2,https://www.tcgplayer.com/product/186003/pokemon-detective-pikachu-ludicolo,sign
,,Detective Pikachu,SM Promos,190,https://www.tcgplayer.com/product/189805/pokemon-sm-promos-detective-pikachu-sm190,
,,Card-Flip Game,Neo Genesis,92,https://www.tcgplayer.com/product/84098/pokemon-neo-genesis-card-flip-game-goldenrod-game-corner,picture
,,Card-Flip Game ,"Gold, Silver, to a New World...",-,https://www.tcgplayer.com/product/575848/pokemon-japan-gold-silver-to-a-new-world-card-flip-game,
,,Milcery,Stellar Crown,152,https://www.tcgplayer.com/product/567435/pokemon-sv07-stellar-crown-milcery-152-142,sweets
,,Saguaro,Paldea Evolved,255,https://www.tcgplayer.com/product/497670/pokemon-sv02-paldea-evolved-saguaro-255-193,clothing design
,,Elesa's Sparkle,Crown Zenith,147,https://www.tcgplayer.com/product/477241/pokemon-swsh-crown-zenith-elesas-sparkle-full-art,amusement park fixture
40,Wigglytuff,Grumpig,Fates Collide,31,https://www.tcgplayer.com/product/117791/pokemon-xy-fates-collide-grumpig,
41,Zubat,Onix,Expansion Sheet 2,-,https://www.tcgplayer.com/product/617501/pokemon-japan-vending-machine-cards-series-2-red-onix,
,,Trash Exchange,Gym Heroes,126,https://www.tcgplayer.com/product/90029/pokemon-gym-heroes-trash-exchange,
,,Magnifier,Neo Destiny,101,https://www.tcgplayer.com/product/87122/pokemon-neo-destiny-magnifier,
,,Underground Expedition,Skyridge,140,https://www.tcgplayer.com/product/90155/pokemon-skyridge-underground-expedition,
,,,Celestial Storm,150,https://www.tcgplayer.com/product/171011/pokemon-sm-celestial-storm-underground-expedition,
,,Pokémon Reversal,Ruby & Sapphire,87,https://www.tcgplayer.com/product/88237/pokemon-ruby-and-sapphire-pokemon-reversal,
,,,FireRed & LeafGreen,97,https://www.tcgplayer.com/product/88239/pokemon-firered-and-leafgreen-pokemon-reversal,
,,,Unseen Forces,88,https://www.tcgplayer.com/product/88235/pokemon-unseen-forces-pokemon-reversal,
,,Drowzee,FireRed & LeafGreen,32,https://www.tcgplayer.com/product/84973/pokemon-firered-and-leafgreen-drowzee,
,,Diglett,Fates Collide,36,https://www.tcgplayer.com/product/117796/pokemon-xy-fates-collide-diglett,
,,Team Rocket's Crobat ex,Destined Rivals,234,https://www.tcgplayer.com/product/633034/pokemon-sv10-destined-rivals-team-rockets-crobat-ex-234-182,
,,Acerola,SM-P Promos,395,https://www.tcgplayer.com/product/598472/pokemon-japan-sm-p-sun-and-moon-promos-acerola-395-sm-p,silhouette
,,Crobat,Silver Tempest,105,https://www.tcgplayer.com/product/451759/pokemon-swsh12-silver-tempest-crobat,
42,Golbat,Pokémon Plaza,Miscellaneous Promos,-,https://www.tcgplayer.com/product/617251/pokemon-japan-corocoro-promotional-cards-pokemon-plaza-jumbo,Jumbo
,,Koga's Ninja Trick,Gym Challenge,115,https://www.tcgplayer.com/product/86514/pokemon-gym-challenge-kogas-ninja-trick,
,,Staryu,Skyridge,104,https://www.tcgplayer.com/product/89545/pokemon-skyridge-staryu-104,
,,Zapdos,Pokémon Rumble,8,https://www.tcgplayer.com/product/90720/pokemon-rumble-zapdos,
